id,name,city,country,faa,icao,alt,tz-offset,dst,tz,longitude,latitude
"10747",Thurrock Airfield,Thurrock,United Kingdom,\N,EGMT,"20","0",E,\N,0.367634,51.537505
"10748",Stapleford Aerodrome,Stapleford,United Kingdom,\N,EGSG,"183","0",E,\N,0.155833,51.6525
"10750",HAL Airport,Bangalore,India,\N,VOBG,"2912","5.5",N,\N,77.668198,12.95
"10751",Chichester/Goodwood Airport,Goodwood,United Kingdom,QUG,EGHR,"98","0",E,\N,-0.759167,50.859402
"10752",Omarama Glider Airport,Omarama,New Zealand,\N,NZOA,"1381","12",Z,\N,169.985992,-44.486698
"10753",Haast Aerodrome,Haast,New Zealand,\N,NZHT,"13","12",Z,\N,169.041,-43.865299
"10776",Meschede-Schüren Airport,Meschede,Germany,\N,EDKM,"1434","1",E,\N,8.239167,51.302776
"10792",Jumandy Airport,Tena,Ecuador,TNW,SEJD,"1234","-5",S,\N,-77.583333,-1.059722
"10794",Morro da Urca Heliport,Rio de Janeiro,Brazil,\N,SDHU,"692","-3",S,\N,-43.165833,-22.951668
"10800",Dongji Aiport,Fuyuan,China,FYJ,ZYFY,"0","8",N,\N,134.366447,48.199494
"10802",Skúvoy Heliport,Skuvoy,Faroe Islands,\N,EKSY,"70","1",E,\N,-6.80341,61.7696
"10803",Stóra Dímun Heliport,Stora Dimun,Faroe Islands,\N,EKSR,"305","1",E,\N,-6.7585,61.685299
"10804",Frooba Heliport,Frooba,Faroe Islands,\N,EKFA,"77","1",E,\N,-6.77442,61.543701
"10831",Person County Airport,Roxboro,United States,\N,KTDF,"609","-5",A,\N,-78.9842,36.284901
"10934",Zulu Inyala Airport,Phinda,South Africa,PZL,FADQ,"160","2",U,\N,32.3097,-27.8494
"10937",Liupanshui Yuezhao Airport,Liupanshui,China,LPF,ZUPS,"0","8",N,\N,104.979,26.609417
"10938",Kaili Airport,Kaili,China,KJH,ZUKJ,"3115","8",N,\N,107.988,26.972
"10939",Shennongjia Hongping Airport,Shennongjia,China,HPG,ZHSN,"8365","8",N,\N,110.34,31.626
"10940",Zhangjiakou Ningyuan Airport,Zhangjiakou,China,ZQZ,ZBZJ,"2347","8",N,\N,114.93,40.738602
"10941",Arxan Yi'ershi Airport,Arxan,China,YIE,ZBES,"2925","8",N,\N,119.9117,47.3106
"10942",Hengyang Nanyue Airport,Hengyang,China,HNY,ZGHY,"0","8",N,\N,112.627998,26.9053
"10943",Hongyuan Airport,Ngawa,China,AHJ,ZUHY,"11600","8",N,\N,102.35224,32.53154
"10949",Wonsan Kalma International Airport,Wonsan,North Korea,WOS,ZKWS,"7","8.5",N,\N,127.486,39.166801
"10951",Mestia Queen Tamar Airport,Mestia,Georgia,\N,UGMS,"4778","5",N,\N,42.749012,43.053597
"10952",Magas Airport,Magas,Russia,IGT,URMS,"1165","3",N,Europe/Moscow,45.0126,43.3223
"11004",Talladega Municipal Airport,Talladega,United States,ASN,KASN,"529","-5",A,\N,-86.050903,33.569901
"11005",Greenville Downtown Airport,Greenville,United States,GMU,KGMU,"1048","-4",A,\N,-82.349998,34.8479
"11008",Mankato Regional Airport,Mankato,United States,\N,KMKT,"1021","-6",A,\N,-93.918701,44.2216
"11009",Captain Auguste George Airport,Anegada,British Virgin Islands,NGD,TUPA,"9","-4",U,\N,-64.329697,18.7272
"11010",Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI,KTOI,"398","-5",A,\N,-86.012101,31.860399
"11011",Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,\N,KSCD,"569","-5",A,\N,-86.305496,33.171799
"11012",Enterprise Municipal Airport,Enterprise,United States,ETS,KEDN,"361","-5",A,\N,-85.899902,31.2997
"11017",Ryan Field,Tucson,United States,\N,KRYN,"2417","-7",A,\N,-111.175003,32.1422
"11018",Efogi Airport,Efogi,Papua New Guinea,EFG,AYEF,"3900","10",N,\N,147.659806,-9.153806
"11019",Kagi Airport,Kagi,Papua New Guinea,KGW,AYKQ,"4200","10",N,\N,147.669444,-9.135917
"11020",Nadunumu Airport,Nadunumu,Papua New Guinea,NDN,AYNC,"5100","10",N,\N,147.68425,-9.143556
"11021",Bodinumu Airport,Bodinumu,Papua New Guinea,BNM,AYBD,"3700","10",N,\N,147.666722,-9.107778
"11022",Thomas C Russell Field,Alexander City,United States,ALX,KALX,"686","-5",A,\N,-85.962997,32.9147
"11030",Port Keats Airport,Wadeye,Australia,PKT,YPKT,"91","9.5",O,\N,129.529007,-14.25
"11031",Garden Point Airport,Pirlangimpi,Australia,GPN,YGPT,"90","9.5",O,\N,130.421997,-11.4025
"11032",Stade Airport,Stade,Germany,\N,EDHS,"62","1",E,\N,9.499167,53.561111
"11035",Meriden Markham Municipal Airport,Meriden,United States,\N,KMMK,"103","-5",A,\N,-72.829498,41.508701
"11038",Flinders Island Airport,Elliston,Australia,\N,YFLS,"0","9.5",O,\N,134.501,-33.730989
"11048",Luzern-Beromunster Airport,Lucerne,Switzerland,\N,LSZO,"2146","1",E,\N,8.20472,47.189999
"11049",La Grand'combe Airport,La Grand'Combe,France,\N,LFTN,"1647","1",E,\N,4.01222,44.2444
"11051",Hamad International Airport,Doha,Qatar,DOH,OTHH,"13","3",N,\N,51.608056,25.273056
"11053",Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP,CYNR,"916","-7",A,\N,-111.700996,57.381699
"11054",Canmore Municipal Heliport,Canmore,Canada,\N,CEW9,"4296","-7",A,\N,-115.337997,51.077801
"11055",Krasnokamensk Airport,Krasnokamensk,Russia,\N,UIAE,"2139","9",N,\N,118.061142,50.033108
"11067",Ridgely Airpark,Ridgely,United States,\N,KRJD,"64","-5",A,\N,-75.866302,38.9701
"11068",New Castle Henry Co. Municipal Airport,New Castle,United States,\N,KUWL,"1088","-4",A,\N,-85.3265,39.8759
"11069",Scott City Municipal Airport,Scott City,United States,\N,KTQK,"2963","-5",A,\N,-100.885002,38.4743
"11070",Brewster Field,Holdredge,United States,HDE,KHDE,"2313","-5",A,\N,-99.336502,40.452099
"11071",Pratt Regional Airport,Pratt,United States,PTT,KPTT,"1953","-5",A,\N,-98.746902,37.701599
"11072",Yubileyniy Airfield,Baikonur,Kazakhstan,\N,UAON,"328","6",U,\N,63.25,46.055
"11073",Wahoo Municipal Airport,Wahoo,United States,\N,KAHQ,"1224","-5",A,\N,-96.594002,41.241299
"11074",Jim Kelly Field,Lexington,United States,LXN,KLXN,"2413","-5",A,\N,-99.777298,40.791
"11075",Sublette Municipal Airport,Sublette,United States,\N,K19S,"2908","-5",A,\N,-100.830002,37.491402
"11076",Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,"1253","-5",A,\N,-95.760597,41.259201
"11077",Kokomo Municipal Airport,Kokomo,United States,OKK,KOKK,"830","-4",A,\N,-86.058998,40.528198
"11078",Neodesha Municipal Airport,Neodesha,United States,\N,K2K7,"841","-5",A,\N,-95.646103,37.435398
"11079",King Ranch Airport,Sutton,United States,\N,AK59,"1350","-8",A,\N,-148.354996,61.795601
"11080",Elkhart Morton County Airport,Elkhart,United States,\N,KEHA,"3622","-5",A,\N,-101.879997,37.000702
"11081",Front Range Airport,Denver,United States,\N,KFTG,"5512","-6",A,\N,-104.542999,39.785301
"11082",Galesburg Municipal Airport,Galesburg,United States,GBG,KGBG,"764","-5",A,\N,-90.431099,40.938
"11084",Guymon Municipal Airport,Guymon,United States,GUY,KGUY,"3123","-5",A,\N,-101.508003,36.685101
"11086",Meade Municipal Airport,Meade,United States,\N,KMEJ,"2529","-5",A,\N,-100.356003,37.276901
"11087",Turkey Mountain Estates Airport,Shell Knob,United States,\N,MO00,"1000","-5",A,\N,-93.666901,36.591702
"11088",Ulysses Airport,Ulysses,United States,\N,KULS,"3071","-5",A,\N,-101.374001,37.604
"11089",Flagler Aerial Spraying Inc Airport,Flagler,United States,\N,CO00,"4945","-6",A,\N,-103.067001,39.279999
"11090",Independence Municipal Airport,Independence,United States,IDP,KIDP,"825","-5",A,\N,-95.778397,37.158401
"11091",Augusta Municipal Airport,Augusta,United States,\N,K3AU,"1328","-5",A,\N,-97.077904,37.6716
"11092",Larned Pawnee County Airport,Larned,United States,\N,KLQR,"2012","-5",A,\N,-99.085999,38.208599
"11093",Lampasas Airport,Lampasas,United States,\N,KLZZ,"1215","-5",A,\N,-98.1959,31.106199
"11094",Bay City Municipal Airport,Bay City,United States,BBC,KBYY,"45","-5",A,\N,-95.863503,28.973301
"11095",Cox Field,Paris,United States,PRX,KPRX,"547","-5",A,\N,-95.450798,33.6366
"11096",Coffeyville Municipal Airport,Coffeyville,United States,CFV,KCFV,"754","-5",A,\N,-95.571899,37.094002
"11097",The Farm Airport,Summit,United States,\N,24SC,"580","-4",A,\N,-81.429703,33.935799
"11098",Greeley–Weld County Airport,Greeley,United States,GXY,KGXY,"4697","-7",A,\N,-104.633003,40.437401
"11099",General Dewitt Spain Airport,Memphis,United States,\N,KM01,"225","-4",A,\N,-90.054001,35.200699
"11100",Oryol Yuzhny Airport,Oakley,United States,OEL,UUOR,"656","-5",A,\N,36.002201,52.9347
"11101",Fremont Municipal Airport,Fremont,United States,FET,KFET,"1204","-5",A,\N,-96.520203,41.4491
"11102",La Grande/Union County Airport,La Grande,United States,LGD,KLGD,"2717","-7",A,\N,-118.007004,45.290199
"11103",Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY,EPSY,"463","1",E,\N,20.9377,53.481899
"11110",Pocono Mountains Municipal Airport,Mount Pocono,United States,MPO,KMPO,"1915","-5",A,\N,-75.378897,41.137503
"11111",Quakertown Airport,Quakertown,United States,UKT,KUKT,"526","-5",A,\N,-75.381897,40.4352
"11127",Banff Airport,Banff,Canada,YBA,CYBA,"4583","-7",A,\N,-115.541861,51.20734
"11129",Nordborg Flyveplads,Nordborg,Denmark,\N,EKNB,"0","1",E,\N,9.753379,55.07485
"11131",Banning Municipal Airport,Banning,United States,BNG,KBNG,"2219","-8",A,\N,-116.850998,33.9231
"11132",Gießen-Lützellinden Airport,Giessen,Germany,\N,EDFL,"755","1",E,\N,8.590278,50.543888
"11133",Tököl Airport,Budapest,Hungary,\N,LHTL,"318","1",E,\N,18.980801,47.345299
"11134",Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,OFK,KOFK,"1573","-6",A,\N,-97.435097,41.9855
"11139",Kotido Airport,Kotido,Uganda,\N,HUKO,"4020","3",N,\N,34.1232,2.953
"11140",Kajjansi Airfield,Kampala,Uganda,\N,HUKJ,"3743","3",N,\N,32.55297,0.1968
"11141",Arlington Municipal Airport,Arlington,United States,\N,KAWO,"142","-8",A,\N,-122.158997,48.160702
"11142",Paracatu Airport,Paracatu,Brazil,\N,SNZR,"2359","-3",S,\N,-46.883099,-17.242599
"11143",Das Bandeirinhas Airport,Conselheiro Lafaiete,Brazil,\N,SNKF,"3478","-3",S,\N,-43.797444,-20.738585
"11144",Janaúba Airport,Janauba,Brazil,\N,SNAP,"1732","-3",S,\N,-43.323102,-15.732
"11145",Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL,SNTO,"1572","-3",S,\N,-41.513599,-17.8923
"11146",Cristiano Ferreira Varella Airport,Muriae,Brazil,\N,SNBM,"886","-3",S,\N,-42.394402,-21.126101
"11153",Peter O Knight Airport,Tampa,United States,TPF,KTPF,"8","-5",U,\N,-82.449303,27.9156
"11170",Lure Malbouhans Air Base,Malbouhans,France,\N,LFYL,"1040","1",E,\N,6.54583,47.7047
"11175",Parati Airport,Paraty,Brazil,\N,SDTK,"10","-3",S,\N,-44.720299,-23.2244
"11176",Umberto Modiano Airport,Buzios,Brazil,BZC,SBBZ,"10","-3",S,\N,-41.962898,-22.771
"11177",Angra dos Reis Airport,Angra dos Reis,Brazil,\N,SDAG,"10","-3",S,\N,-44.307098,-22.9753
"11178",Itaperuna Airport,Itaperuna,Brazil,ITP,SDUN,"410","-3",S,\N,-41.8759,-21.219299
"11179",Maricá Airport,Marica,Brazil,\N,SDMC,"13","-3",S,\N,-42.830898,-22.9195
"11180",Resende Airport,Resende,Brazil,REZ,SDRS,"1320","-3",S,\N,-44.480301,-22.4785
"11181",Saquarema Airport,Saquarema,Brazil,\N,SDSK,"26","-3",S,\N,-42.506943,-22.929722
"11182",Drumheller Municipal Airport,Drumheller,Canada,\N,CEG4,"2597","-7",A,\N,-112.749001,51.496399
"11193",Mwene-Ditu Airport,Mwene-Ditu,Congo (Kinshasa),\N,FZWE,"3198","1",U,\N,23.083,-6.983
"11194",Tunta Airport,Kabinda,Congo (Kinshasa),KBN,FZWT,"2766","1",U,\N,24.483,-6.133
"11195",Ikela Airport,Ikela,Congo (Kinshasa),IKL,FZGV,"1283","1",U,\N,23.372501,-1.048109
"11198",Aripuanã Airport,Aripuana,Brazil,AIR,SWRP,"623","-4",S,\N,-59.457273,-10.188278
"11199",Juruena Airport,Juruena,Brazil,JRN,SWJU,"525","-4",S,\N,-58.489445,-10.305833
"11200",Juína Airport,Juina,Brazil,JIA,SWJN,"1083","-4",S,\N,-58.701668,-11.419444
"11201",Vila Rica Airport,Vila Rica,Brazil,VLP,SWVC,"892","-4",S,\N,-51.142223,-9.979444
"11202",Inácio Luís do Nascimento Airport,Juara,Brazil,JUA,SIZX,"870","-4",S,\N,-57.5495,-11.2966
"11203",Cáceres Airport,Caceres,Brazil,CCX,SWKC,"492","-4",S,\N,-57.629902,-16.0436
"11204",Posto Leonardo Vilas Boas Airport,Chapada dos Guimaraes,Brazil,\N,SWPL,"1083","-4",S,\N,-53.381668,-12.198333
"11205",Tangará da Serra Airport,Tangara da Serra,Brazil,TGQ,SWTS,"1460","-4",S,\N,-57.443501,-14.662
"11206",Canarana Airport,Canarana,Brazil,CQA,SWEK,"1314","-4",S,\N,-52.270557,-13.574444
"11207",Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,Brazil,MTG,SWVB,"660","-4",S,\N,-59.9458,-14.9942
"11208",Bumbar Airport,Bumba,Congo (Kinshasa),BMB,FZFU,"0","1",U,\N,22.481701,2.18278
"11209",Sobral Airport,Sobral,Brazil,\N,SNOB,"210","-3",N,\N,-40.336802,-3.67889
"11210",Arapiraca Airport,Arapiraca,Brazil,APQ,SNAL,"886","-3",N,\N,-36.6292,-9.77536
"11211",Cangapara Airport,Floriano,Brazil,FLB,SNQG,"689","-3",N,\N,-43.077301,-6.84639
"11212",Picos Airport,Picos,Brazil,PCS,SNPC,"1050","-3",N,\N,-41.523701,-7.06206
"11229",Beni Airport,Beni,Congo (Kinshasa),BNC,FZNP,"3517","1",U,\N,29.4739,0.575
"11230",Boende Airport,Boende,Congo (Kinshasa),BNB,FZGN,"1168","1",U,\N,20.85,-0.217
"11243",Montauk Airport,Montauk,United States,MTP,KMTP,"6","-4",A,\N,-71.920797,41.0765
"11255",Porter County Municipal Airport,Valparaiso IN,United States,VPZ,KVPZ,"770","-5",A,\N,-87.007103,41.453999
"11257",Dharavandhoo Airport,DHARAVANDHOO,Maldives,DRV,VRMD,"6","5",N,\N,73.1302,5.1561
"11258",Saumlaki/Olilit Airport,Saumlaki,Indonesia,SXK,WAPI,"218","9",N,\N,131.306,-7.98861
"11268",Cerro Largo International Airport,Melo,Uruguay,MLZ,SUMO,"364","-3",S,\N,-54.216702,-32.337898
"11269",Tydeo Larre Borges Airport,Paysandu,Uruguay,PDU,SUPU,"138","-3",S,\N,-58.061901,-32.3633
"11270",Artigas International Airport,Artigas ,Uruguay,ATI,SUAG,"410","-3",S,\N,-56.5079,-30.4007
"11272",Murray Bridge Airport,Murray Bridge,Australia,\N,YMBD,"55","10",O,\N,139.227005,-35.0667
"11273",Horsham Airport,Horsham,Australia,HSM,YHSM,"445","10",O,\N,142.173004,-36.669701
"11274",Swan Hill Airport,Swan Hill,Australia,SWH,YSWH,"234","10",O,\N,143.533005,-35.375801
"11277",Turtle Island Seaplane Base,Turtle Island,Fiji,TTL,NFUL,"0","12",O,\N,177.368,-16.966
"11288",Dewadaru - Kemujan Island,Karimunjawa,Indonesia,KWB,WARU,"35","7",U,\N,110.47838,-5.80091
"11290",Kongolo Airport,Kongolo,Congo (Kinshasa),KOO,FZRQ,"1850","1",U,\N,26.99,-5.39444
"11291",Attopeu Airport,Attopeu,Laos,AOU,VLAP,"344","7",N,\N,106.821699,14.814715
"11292",Kahemba Airport,Kahemba,Congo (Kinshasa),\N,FZCF,"3425","1",U,\N,19.017,-7.333
"11293",Francisco de Miranda Airport,Caracas,Venezuela,\N,SVFM,"2739","-4",S,\N,-66.843513,10.485033
"11295",São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,SQX,SSOE,"2180","-3",S,\N,-53.503502,-26.781601
"11299",Mason County Airport,Ludington,United States,LDM,KLDM,"646","-5",A,\N,-86.407898,43.962502
"11312",Reid-Hillview Airport of Santa Clara County,San Jose,United States,RHV,KRHV,"135","8",A,\N,-121.819,37.332901
"11328",Sohar Airport,Sohar,Oman,OHS,OOSH,"20","4",U,\N,56.62541,24.38604
"11331",Kadanwari Airport,Kadanwari,Pakistan,KCF,OPKW,"248","5",U,\N,69.316704,27.1667
"11332",Sawan Airport,Sindh,Pakistan,RZS,OPSW,"160","5",U,\N,68.878098,26.9662
"11352",Thamkharka Airport,Thamkharka,Nepal,\N,VNTH,"5240","5.75",U,\N,86.858022,27.04787
"11353",Thimarafushi Airport,Thimarafushi,Maldives,TMF,VRNT,"6","5",U,\N,73.1533,2.211
"11354",Ifuru Airport,Ifuru,Maldives,IFU,VREI,"20","5",U,\N,73.025,5.7083
"11355",Kaintiba Airport,Kieta,Papua New Guinea,KZF,AYKT,"2050","10",U,\N,146.033833,-7.50025
"11356",Ordu Giresun Airport,Ordu-Giresun,Turkey,OGU,LTCB,"11","2",E,\N,38.080994,40.966047
"11357",Hakkari Yüksekova Airport,Hakkari,Turkey,YKO,LTCW,"6400","2",E,\N,44.2381,37.5497
"11386",Jelenia Góra Glider Airport,Jelenia Gora,Poland,\N,EPJG,"1119","1",E,\N,15.7856,50.898899
"11389",Bathpalathang Airport,Jakar,Bhutan,BUT,VQBT,"8485","6",N,\N,90.7471,27.5622
"11401",Sultan Bantilan Airport,Toli-Toli,Indonesia,TLI,WAMI,"40","8",U,\N,120.793658,1.123428
"11406",Vuktyl Airport,Vuktyl,Russia,\N,UUYK,"358","3",U,\N,57.279999,63.823299
"11407",Berezniki Airport,Berezniki,Russia,\N,USPT,"207","6",U,\N,56.857681,59.579548
"11431",San Sebastián Airport,San Sebastian,Chile,\N,SCSS,"50","-4",S,\N,-68.650002,-53.317001
"11433",Tolwin Observatory Airport,Tolhuin,Argentina,\N,SAWL,"90","-3",S,\N,-67.198997,-54.5219
"11436",Tarko-Sale Airport,Tarko-Sale,Russia,TQL,USDS,"82","5",U,\N,77.8181,64.930801
"11438",Camarillo Airport,Camarillo - CA,United States,\N,KCMA,"77","-8",A,\N,-119.094002,34.213699
"11452",Leopoldsburg Airfield,Leopoldsburg,Belgium,\N,EBLE,"207","1",E,\N,5.307222,51.12
"11473",Jinchuan Airport,Jinchuan,China,JIC,ZLJC,"4740","8",U,\N,102.348333,38.542222
"11479",Omtepe Airport,Moyogalpa,Nicaragua,\N,MNLP,"200","-6",S,\N,-85.702995,11.523616
"11498",Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWAX,"1253","8",N,\N,82.3,44.895
"11499",Fuyun Koktokay Airport,Fuyun,China,FYN,ZWFY,"3081","8",N,\N,89.512006,46.804169
"11524",Achinsk Airport,Achinsk,Russia,ACS,UNKS,"1033","8",N,\N,90.570801,56.268299
"11545",Linfen Qiaoli Airport,LINFEN,China,LFQ,ZBLF,"1483","8",U,\N,111.641236,36.132629
"11583",Hinton/Jasper-Hinton Airport,Hinton,Canada,YJP,CEC4,"4006","-7",A,\N,-117.752998,53.319199
"11638",Watsonville Municipal Airport,Watsonville,United States,WVI,KWVI,"163","-8",A,\N,-121.790001,36.935699
"11644",Gelephu Airport,Gelephu,Bhutan,GLU,VQGP,"980","6",N,\N,90.46412,26.88456
"11648",Hollister Municipal Airport,Hollister,United States,HLI,KCVH,"230","-8",A,\N,-121.410004,36.893299
"11649",Williamsburg Jamestown Airport,Williamsburg,United States,\N,KJGG,"49","-5",A,\N,-76.716103,37.239201
"11658",Dulkaninna Airport,Dulkaninna,Australia,DLK,YDLK,"0","9.5",U,\N,138.481003,-29.0133
"11673",William Creek Airport,William Creek,Australia,\N,YWMC,"91","9.5",U,\N,136.341995,-28.9067
"11684",Kenora Seaplane Base,Kenora,Canada,\N,CJM9,"1060","-6",A,\N,-94.49274,49.767424
"11685",Rumbula Air Base,Riga,Latvia,\N,EVRC,"26","2",E,\N,24.2267,56.883301
"11700",Siquijor Airport,Siquijor,Philippines,\N,RPVZ,"0","8",N,\N,123.472252,9.214203
"11702",Opapimiskan Lake Airport,Musselwhite Mine,Canada,YBS,CKM8,"1023","-5",A,\N,-90.3769,52.606701
"11713",Rizhao Shanzihe Airport,Rizhao,China,RIZ,ZSRZ,"121","8",N,\N,119.324403,35.405033
"11714",Shaxian Airport,Sanming,China,SQJ,ZSSM,"830","8",N,\N,117.8336,26.4263
"11717",Taroom Airport,Taroom,Australia,XTO,YTAM,"240","10",N,\N,149.899994,-25.801701
"11718",Gelnhausen Airport,Gelnhausen,Germany,\N,EDFG,"446","1",E,\N,9.17,50.197224
"11719",Ærø Airport,Aero,Denmark,\N,EKAE,"3","1",E,\N,10.4564,54.852798
"11720",Lauterbach Airport,Lauterbach-Wernges,Germany,\N,EDFT,"1211","1",E,\N,9.410833,50.683334
"11721",Aschaffenburg Airport,Aschaffenburg,Germany,\N,EDFC,"410","1",E,\N,9.063889,49.938889
"11722",Squamish Airport,Squamish,Canada,YSE,CYSE,"171","-8",A,\N,-123.162003,49.7817
"11735",Reichelsheim Airport,Reichelsheim,Germany,\N,EDFB,"397","1",E,\N,8.878056,50.335835
"11737",Marburg-Schönstadt Airport,Schoenstadt,Germany,\N,EDFN,"833","1",E,\N,8.815,50.874443
"11738",Lauenbrück Airport,Lauenbrueck,Germany,\N,EDHU,"98","1",E,\N,9.573333,53.2075
"11739",Hüttenbusch Airport,Huettenbusch,Germany,\N,EDXU,"10","1",E,\N,8.947222,53.286667
"11740",Vrsar Crljenka Airport,Vsar,Croatia,\N,LDPV,"121","1",E,\N,13.6306,45.141701
"11742",Union County Airport,Marysville,United States,\N,KMRT,"1021","-5",A,\N,-83.351601,40.224701
"11743",La Grande-4 Airport,La Grande-4,Canada,YAH,CYAH,"1005",\N,\N,\N,-73.675301,53.7547
"11744",Alert Bay Airport,Alert Bay,Canada,YAL,CYAL,"240",\N,\N,\N,-126.916,50.582199
"11745",Liverpool South Shore Regional Airport,Liverpool,Canada,\N,CYAU,"321",\N,\N,\N,-64.856102,44.230301
"11747",Nipawin Airport,Nipawin,Canada,\N,CYBU,"1220",\N,\N,\N,-104.008003,53.3325
"11748",Centralia / James T. Field Memorial Aerodrome,Centralia,Canada,YCE,CYCE,"824",\N,\N,\N,-81.508301,43.285599
"11749",Blue River Airport,Blue River,Canada,\N,CYCP,"2240",\N,\N,\N,-119.282997,52.116699
"11750",Chetwynd Airport,Chetwynd,Canada,YCQ,CYCQ,"2000",\N,\N,\N,-121.626999,55.687199
"11751",Ross River Airport,Ross River,Canada,XRR,CYDM,"2314",\N,\N,\N,-132.423004,61.9706
"11752",Dolbeau St Felicien Airport,Dolbeau-St-Félicien,Canada,YDO,CYDO,"372",\N,\N,\N,-72.375,48.7785
"11753",Amos/Magny Airport,Amos,Canada,YEY,CYEY,"1068",\N,\N,\N,-78.249702,48.563903
"11754",Goderich Airport,Goderich,Canada,\N,CYGD,"712",\N,\N,\N,-81.710602,43.766899
"11755",Hope Airport,Hope,Canada,YHE,CYHE,"128",\N,\N,\N,-121.498001,49.368301
"11756",Haines Junction Airport,Haines Junction,Canada,YHT,CYHT,"2150",\N,\N,\N,-137.546005,60.7892
"11757",Digby / Annapolis Regional Airport,Digby,Canada,YDG,CYID,"499",\N,\N,\N,-65.785425,44.545845
"11758",Fort Liard Airport,Fort Liard,Canada,YJF,CYJF,"708",\N,\N,\N,-123.469002,60.235802
"11759",Key Lake Airport,Key Lake,Canada,YKJ,CYKJ,"1679",\N,\N,\N,-105.617996,57.2561
"11760",Leaf Rapids Airport,Leaf Rapids,Canada,YLR,CYLR,"959",\N,\N,\N,-99.985298,56.513302
"11761",Matane Airport,Matane,Canada,YME,CYME,"102",\N,\N,\N,-67.4533,48.856899
"11762",Charlevoix Airport,Charlevoix,Canada,YML,CYML,"977",\N,\N,\N,-70.2239,47.5975
"11763",Nejanilini Lake Airport,Nejanilini Lake,Canada,\N,CYNN,"1000",\N,\N,\N,-97.780296,59.487499
"11764",Owen Sound / Billy Bishop Regional Airport,Owen Sound,Canada,YOS,CYOS,"1007",\N,\N,\N,-80.837502,44.590302
"11765",Port Hawkesbury Airport,Port Hawkesbury,Canada,YPS,CYPD,"377",\N,\N,\N,-61.368099,45.6567
"11766",St Thomas Municipal Airport,St Thomas,Canada,YQS,CYQS,"778",\N,\N,\N,-81.110802,42.77
"11767",Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO,CYRO,"188",\N,\N,\N,-75.646103,45.4603
