id,Matram,Kyhieu,longitude,latitude,Z.Elev,ds,WQI_I,WQI_II,WQI_III,WQI_IV,WQI_V,y,WQI_Desc,WQI_Color,WQI_Weight,WQI_no_V,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,Salinity,TSS,CL
"459",QLPH122020,QL12,105.51,9.58,0.33,2020/03/14,100,100,88.21,57.63,55,51,Trung bình,"RGB(255,255,0)",50,50,7.35,0.018,0.011,0.009,0.01,0.025,0.011,0.012,0.007,0.002,0.006,0.008,0,0.001,4.088,"25",9.798,22.46,13.094,0.3,0.15,0.15,0.35,8200,"0",0.6,55.48,315.55
"460",QLPH122020,QL12,105.51,9.58,0.33,2020/03/26,100,68.13,54.58,47.65,55,18,Kém,"RGB(255,0,0)",19,19,7.56,0.054,0.046,0.042,0.05,0.035,0.033,0.016,0.009,0.005,0.073,0.005,0,0.002,5.215,"25",11.74,30.721,17.39,1.17,0.525,1.82,0.45,5400,"0",0.8,6.85,691.275
"461",QLPH122020,QL12,105.51,9.58,0.33,2020/05/02,100,68.13,74.88,63.07,55,32,Xấu,"RGB(255,126,0)",31,30,6.97,0.042,0.033,0.033,0.04,0.024,0.025,0.018,0.001,0.002,0.06,0.002,0,0.001,5.868,"25",3.9,8.665,11.415,0.746,0.188,1.5,0.51,2300,"0",5.53,129.85,3474.1
"462",QLPH122020,QL12,105.51,9.58,0.33,2020/05/11,100,68.13,77.27,46.73,55,25,Kém,"RGB(255,0,0)",26,27,6.97,0.029,0.022,0.018,0.019,0.034,0.017,0.014,0.009,0.007,0.028,0.001,0,0.001,4.55,"25",11,29.517,16.013,1.174,0.663,0.688,0.538,1100,"0",3.12,19.2,1878.85
"463",QLPH122020,QL12,105.51,9.58,0.33,2020/05/25,100,100,84.2,64.49,55,54,Trung bình,"RGB(255,255,0)",51,50,7.27,0.025,0.015,0.012,0.015,0.033,0.015,0.021,0.007,0.001,0.013,0.01,0,0.001,6.895,"25",9.181,20.17,16.583,0.274,0.124,0.32,0.425,9500,"0",2.15,2.6,1214
"464",QLPH122020,QL12,105.51,9.58,0.33,2020/06/09,100,68.13,75.32,55.73,55,29,Xấu,"RGB(255,126,0)",28,28,6.93,0.032,0.024,0.02,0.022,0.034,0.019,0.016,0.009,0.004,0.034,0.001,0,0.001,5.385,"25",11.488,30.231,17.49,0.624,0.4,0.84,0.225,700,"0",0.55,36.2,56
"465",QLPH122020,QL12,105.51,9.58,0.33,2020/06/23,100,100,90.79,51.75,55,47,Xấu,"RGB(255,126,0)",48,48,6.55,0.021,0.011,0.012,0.014,0.024,0.012,0.019,0,0.001,0.015,0.006,0,0.001,6.453,"25",17.9,54.407,26.713,0.421,0.125,0.365,0.238,6100,"0",0.47,8.36,333.23
"466",QLPH132020,QL13,105.42,9.59,0.35,2020/02/11,100,100,87.33,68.1,55,59,Trung bình,"RGB(255,255,0)",55,53,6.99,0.019,0.009,0.007,0.008,0.031,0.011,0.019,0.006,0.002,0.01,0.001,0,0.001,6.173,"25",8.3,21.365,15.876,0.17,0.245,0.241,0.188,1100,"0",7.6,38.47,489.35
"467",QLPH132020,QL13,105.42,9.59,0.35,2020/02/25,100,100,85.52,52.48,55,45,Xấu,"RGB(255,126,0)",46,46,7.22,0.024,0.016,0.014,0.017,0.027,0.014,0.016,0.005,0.002,0.024,0.001,0,0.001,5.413,"25",7.74,22.341,15.044,0.75,0.155,0.591,0.9,1400,"0",7.86,2.19,4821
"468",QLPH132020,QL13,105.42,9.59,0.35,2020/03/14,100,100,82.18,59.31,55,49,Xấu,"RGB(255,126,0)",48,47,7.35,0.019,0.012,0.008,0.006,0.034,0.011,0.014,0.009,0.006,0.007,0.002,0,0.001,4.755,"25",11.44,29.961,16.46,0.375,0.588,0.163,0.175,2400,"0",4.8,22.5,2587.85
"469",QLPH132020,QL13,105.42,9.59,0.35,2020/03/26,100,100,74.38,68.28,55,51,Trung bình,"RGB(255,255,0)",47,46,7.58,0.02,0.01,0.008,0.009,0.03,0.012,0.019,0.006,0.002,0.011,0.002,0,0.002,6.255,"25",8.073,17.914,14.912,0.275,0.175,0.28,0.225,2100,"0",5.7,34.25,9571.5
"470",QLPH132020,QL13,105.42,9.59,0.35,2020/05/02,100,68.13,80.57,59.17,55,32,Xấu,"RGB(255,126,0)",32,31,6.59,0.029,0.021,0.017,0.02,0.031,0.017,0.017,0.008,0.002,0.023,0.008,0,0.001,5.51,"25",10.7,20,14.452,0.335,0.188,0.58,0.35,8200,"0",12.4,26.8,7444.5
"471",QLPH132020,QL13,105.42,9.59,0.35,2020/05/11,100,68.13,74.53,54.22,55,28,Xấu,"RGB(255,126,0)",28,28,7.21,0.034,0.023,0.02,0.023,0.037,0.02,0.021,0.009,0.002,0.031,0.005,0,0.001,6.975,"25",11.3,20.91,16.937,1.174,0.175,0.775,0.425,4900,"0",8.45,8.9,4431.25
"472",QLPH132020,QL13,105.42,9.59,0.35,2020/05/25,100,100,69.38,61.88,55,43,Xấu,"RGB(255,126,0)",41,40,7.56,0.03,0.02,0.017,0.015,0.044,0.018,0.02,0.008,0.01,0.017,0.006,0,0.002,6.683,"25",10.698,27.376,18.536,0.575,0.95,0.42,0.15,6200,"0",9.56,4.65,4526
"473",QLPH132020,QL13,105.42,9.59,0.35,2020/06/09,100,68.13,62.77,50.59,55,22,Kém,"RGB(255,0,0)",22,23,6.7,0.043,0.035,0.03,0.035,0.037,0.026,0.017,0.011,0.003,0.05,0.005,0,0.001,5.673,"25",13.996,46.722,23.12,0.885,0.338,1.25,0.15,4800,"0",1.66,5.1,125
"474",QLPH132020,QL13,105.42,9.59,0.35,2020/06/23,100,100,92.54,52.7,55,49,Xấu,"RGB(255,126,0)",49,50,6.59,0.016,0.006,0.007,0.007,0.026,0.009,0.019,0,0.004,0.005,0.005,0,0.001,6.23,"25",13.28,32.232,19.388,0.831,0.35,0.12,0.25,4500,"0",0.81,0,517.57
"475",QLPH142020,QL14,105.29,9.64,0.47,2020/02/11,100,100,88.49,64.15,55,57,Trung bình,"RGB(255,255,0)",54,53,6.97,0.02,0.012,0.01,0.011,0.028,0.012,0.016,0.006,0.002,0.01,0.006,0,0.001,5.425,"25",8.1,19.711,14.234,0.119,0.229,0.241,0.313,6400,"0",1.7,26.53,9217
"476",QLPH142020,QL14,105.29,9.64,0.47,2020/02/25,100,100,87.92,66.95,55,59,Trung bình,"RGB(255,255,0)",55,53,7.31,0.019,0.011,0.009,0.011,0.028,0.012,0.017,0.005,0.001,0.015,0.001,0,0.001,5.653,"25",7.73,19.526,14.517,0.28,0.141,0.367,0.23,700,"0",7.23,28.43,4537
"477",QLPH142020,QL14,105.29,9.64,0.47,2020/03/14,100,100,88.66,64.51,55,57,Trung bình,"RGB(255,255,0)",54,53,7.46,0.022,0.014,0.013,0.014,0.026,0.013,0.015,0.005,0.002,0.015,0.007,0,0.001,5.015,"25",7.268,21.28,14.113,0.139,0.234,0.37,0.275,6900,"0",8.2,24.92,3793.15
"478",QLPH142020,QL14,105.29,9.64,0.47,2020/03/26,100,100,72.7,63.2,55,46,Xấu,"RGB(255,126,0)",44,43,7.8,0.02,0.011,0.008,0.009,0.032,0.012,0.019,0.007,0.002,0.012,0,0,0.002,6.383,"25",9.23,20.187,15.821,0.17,0.16,0.31,0.425,400,"0",1.4,26.21,13116.5
"479",QLPH142020,QL14,105.29,9.64,0.47,2020/05/02,100,100,81.59,63.5,55,52,Trung bình,"RGB(255,255,0)",49,48,7.21,0.028,0.019,0.016,0.018,0.032,0.017,0.018,0.007,0.003,0.025,0.003,0,0.001,6.003,"25",9.1,18.211,14.627,0.229,0.259,0.63,0.4,2700,"0",15.6,5.26,14534.5
"480",QLPH142020,QL14,105.29,9.64,0.47,2020/05/11,100,100,86.45,57.21,55,49,Xấu,"RGB(255,126,0)",49,48,7.21,0.019,0.01,0.007,0.008,0.032,0.011,0.017,0.007,0.003,0.007,0.004,0,0.001,5.719,"25",9.8,18.207,14.2,0.534,0.259,0.163,0.413,4300,"0",16.4,14,142.75
"481",QLPH142020,QL14,105.29,9.64,0.47,2020/05/25,100,68.13,71.96,51.09,55,25,Kém,"RGB(255,0,0)",26,26,7.27,0.033,0.023,0.019,0.022,0.037,0.02,0.019,0.01,0.003,0.025,0.008,0,0.001,6.243,"25",12.175,28.837,18.337,0.663,0.34,0.63,0.513,8400,"0",15.2,5.12,1463
"482",QLPH142020,QL14,105.29,9.64,0.47,2020/06/09,100,68.13,65.09,55.4,55,25,Kém,"RGB(255,0,0)",25,24,6.95,0.049,0.04,0.036,0.044,0.034,0.029,0.018,0.009,0.002,0.06,0.008,0,0.001,5.953,"25",11.867,27.121,17.361,0.753,0.153,1.5,0.238,8400,"0",12.2,5.34,12931.5
"483",QLPH142020,QL14,105.29,9.64,0.47,2020/06/23,100,100,88.4,53.78,55,48,Xấu,"RGB(255,126,0)",48,48,6.86,0.026,0.016,0.017,0.018,0.03,0.016,0.02,0,0.006,0.02,0.007,0,0.001,6.62,"25",11.04,22.043,16.761,0.938,0.6,0.5,0.388,6700,"0",11.2,7.16,1737.5
"484",QLPH152020,QL15,105.27,9.41,0.4,2020/02/11,100,100,72.86,55.3,55,40,Xấu,"RGB(255,126,0)",40,40,7.6,0.027,0.017,0.016,0.016,0.035,0.016,0.019,0.005,0.006,0.02,0.004,0,0.002,6.25,"25",7.95,16.998,14.616,0.75,0.613,0.497,0.55,3500,"0",18,2.62,932.7
"485",QLPH152020,QL15,105.27,9.41,0.4,2020/02/25,100,68.13,69.89,59.74,55,28,Xấu,"RGB(255,126,0)",28,27,7.63,0.034,0.026,0.023,0.028,0.028,0.02,0.016,0.006,0.002,0.034,0.009,0,0.002,5.38,"25",8.44,17.632,13.511,0.43,0.229,0.84,0.34,9200,"0",21.4,17.5,17583
"486",QLPH152020,QL15,105.27,9.41,0.4,2020/03/14,100,100,70.52,53.79,55,38,Xấu,"RGB(255,126,0)",38,38,7.75,0.02,0.013,0.01,0.011,0.027,0.012,0.013,0.009,0.002,0.008,0.008,0,0.002,4.285,"25",11.06,21.894,13.212,0.569,0.15,0.21,0.413,8400,"0",3.2,2.37,15952.5
"487",QLPH152020,QL15,105.27,9.41,0.4,2020/03/26,100,68.13,78.91,53.82,55,29,Xấu,"RGB(255,126,0)",29,29,6.56,0.037,0.029,0.026,0.028,0.035,0.022,0.016,0.007,0.007,0.039,0.005,0,0.001,5.335,"25",9.832,19.333,13.979,0.638,0.675,0.97,0.85,4700,"0",32.6,38.12,15915.5
"488",QLPH152020,QL15,105.27,9.41,0.4,2020/05/02,100,68.13,68.04,51.8,55,24,Kém,"RGB(255,0,0)",24,25,7.12,0.045,0.037,0.033,0.036,0.041,0.027,0.018,0.009,0.008,0.048,0.008,0,0.001,5.905,"25",11.9,28.695,17.786,0.55,0.763,1.21,0.69,7800,"0",35.4,9.88,18654
"489",QLPH152020,QL15,105.27,9.41,0.4,2020/05/11,100,68.13,69.18,49.9,55,24,Kém,"RGB(255,0,0)",24,25,7.64,0.033,0.023,0.021,0.022,0.036,0.02,0.018,0.007,0.006,0.028,0.006,0,0.002,6.048,"25",9.9,27.087,17.493,0.855,0.563,0.688,0.8,6400,"0",37.3,29.16,19674.75
"490",QLPH152020,QL15,105.27,9.41,0.4,2020/05/25,100,68.13,64.65,51.05,55,22,Kém,"RGB(255,0,0)",23,23,7.6,0.034,0.024,0.02,0.024,0.036,0.02,0.019,0.009,0.003,0.028,0.008,0,0.002,6.28,"25",11.497,27.459,17.959,0.729,0.291,0.71,0.713,7900,"0",34.9,13.5,2541
"491",QLPH152020,QL15,105.27,9.41,0.4,2020/06/09,100,68.13,63.07,48.87,55,21,Kém,"RGB(255,0,0)",22,22,6.33,0.043,0.034,0.029,0.034,0.038,0.026,0.019,0.011,0.003,0.049,0.004,0,0.001,6.413,"25",13.65,30.751,19.195,0.813,0.25,1.23,0.55,4300,"0",35.2,22,2767.5
"492",QLPH152020,QL15,105.27,9.41,0.4,2020/06/23,100,100,92.54,42.47,55,39,Xấu,"RGB(255,126,0)",43,45,7.25,0.017,0.007,0.008,0.007,0.028,0.01,0.019,0,0.005,0.008,0.002,0,0.001,6.388,"25",36.5,94.904,39.383,0.554,0.513,0.188,0.363,2200,"0",31.8,5.39,42185.5
"493",QLPH012022,QL1,105.68,9.3,0.64,2022/02/17,100,100,76.08,42.38,55,32,Xấu,"RGB(255,126,0)",35,37,7.46,0.025,0.017,0.009,0.009,0.045,0.015,0.017,0.017,0.004,0.006,0.006,0,0.001,5.773,"25",19.4,39.631,21.035,1.26,0.4,0.16,0.99,6200,"0",2.3,8.1,0
"494",QLPH012022,QL1,105.68,9.3,0.64,2022/03/05,100,68.13,85.88,48.08,55,28,Xấu,"RGB(255,126,0)",29,30,7.36,0.033,0.026,0.026,0.028,0.028,0.02,0.015,0.002,0.007,0.038,0.005,0,0.001,5.035,"25",24.3,49.099,22.914,0.84,0.7,0.94,0.1,5400,"0",1.9,97.1,0
"495",QLPH012022,QL1,105.68,9.3,0.64,2022/03/19,100,100,75.97,54.84,55,42,Xấu,"RGB(255,126,0)",42,42,7.36,0.027,0.018,0.011,0.009,0.047,0.016,0.018,0.014,0.008,0.006,0.007,0,0.001,6.048,"25",16.7,33.264,19.44,0.73,0.81,0.15,0.16,6800,"0",1.9,33.4,0
"496",QLPH012022,QL1,105.68,9.3,0.64,2022/04/03,100,100,71.31,56.86,55,41,Xấu,"RGB(255,126,0)",40,40,8.07,0.019,0.009,0.006,0.006,0.034,0.011,0.02,0.008,0.002,0.005,0.003,0,0.002,6.615,"25",10.12,18.136,15.522,0.57,0.18,0.12,0.73,3400,"0",0.9,47.9,0
"497",QLPH012022,QL1,105.68,9.3,0.64,2022/04/17,100,100,83.12,53.28,55,44,Xấu,"RGB(255,126,0)",45,45,7,0.014,0.009,0.005,0.005,0.025,0.009,0.011,0.009,0.001,0.006,0.001,0,0.001,3.813,"25",11.62,25.81,13.738,0.4,0.1,0.15,0.44,1200,"0",0.3,64.2,0
"498",QLPH012022,QL1,105.68,9.3,0.64,2022/05/03,100,100,83.82,52.88,55,44,Xấu,"RGB(255,126,0)",45,45,7.37,0.021,0.011,0.008,0.009,0.033,0.012,0.019,0.008,0.002,0.005,0.008,0,0.001,6.29,"25",10,22.328,16.356,0.97,0.2,0.12,0.41,8400,"0",0.9,24.3,0
"499",QLPH012022,QL1,105.68,9.3,0.64,2022/05/17,100,100,88.49,56.79,55,50,Xấu,"RGB(255,126,0)",50,49,7.33,0.022,0.014,0.012,0.012,0.032,0.013,0.016,0.006,0.006,0.01,0.007,0,0.001,5.313,"25",8.3,19.975,14.148,0.88,0.58,0.25,0.24,7200,"0",0.5,2.18,0
"500",QLPH012022,QL1,105.68,9.3,0.64,2022/06/01,100,68.13,72.28,44.35,55,22,Kém,"RGB(255,0,0)",23,24,7.38,0.03,0.022,0.016,0.018,0.039,0.018,0.017,0.012,0.004,0.026,0.001,0,0.001,5.67,"25",14.6,36.399,19.862,2.1,0.43,0.65,0.763,1200,"0",0.3,42.9,0
"501",QLPH012022,QL1,105.68,9.3,0.64,2022/06/15,100,68.13,52.07,43.08,55,15,Kém,"RGB(255,0,0)",17,17,7.65,0.052,0.044,0.037,0.044,0.042,0.031,0.016,0.015,0.004,0.066,0.003,0,0.002,5.475,"25",17.71,36.928,19.737,2.16,0.4,1.64,0.6,3400,"0",3.2,42.1,0
"502",QLPH022022,QL2,105.59,9.28,0.6,2022/02/17,100,68.13,71.43,54.49,55,27,Xấu,"RGB(255,126,0)",27,27,7.31,0.034,0.024,0.02,0.023,0.038,0.02,0.02,0.01,0.003,0.026,0.009,0,0.001,6.575,"25",12.3,22.618,16.875,0.59,0.3,0.64,0.6,9200,"0",0.6,6.8,0
"503",QLPH022022,QL2,105.59,9.28,0.6,2021/03/05,100,100,64.76,48.69,55,32,Xấu,"RGB(255,126,0)",33,34,8.09,0.023,0.014,0.009,0.01,0.038,0.014,0.019,0.012,0.002,0.004,0.01,0,0.002,6.35,"25",14.1,28.466,18.381,0.86,0.16,0.11,0.63,9500,"0",0.7,28.8,0
"504",QLPH022022,QL2,105.59,9.28,0.6,2022/03/19,100,100,75.34,58.28,55,44,Xấu,"RGB(255,126,0)",43,43,7.49,0.026,0.016,0.01,0.006,0.05,0.015,0.02,0.013,0.009,0.007,0.001,0,0.001,6.613,"25",15.9,40.068,22.432,0.56,0.93,0.18,0.1,1300,"0",0.7,19.76,0
"505",QLPH022022,QL2,105.59,9.28,0.6,2022/04/03,100,68.13,63.82,49.21,55,21,Kém,"RGB(255,0,0)",22,23,7.65,0.034,0.025,0.021,0.024,0.037,0.02,0.018,0.009,0.005,0.034,0.002,0,0.002,5.94,"25",11.73,30.357,18.362,0.75,0.5,0.85,0.9,2200,"0",1,16.78,0
"506",QLPH022022,QL2,105.59,9.28,0.6,2022/04/17,100,100,81.85,61.95,55,51,Trung bình,"RGB(255,255,0)",49,48,7.27,0.021,0.013,0.009,0.007,0.037,0.012,0.015,0.009,0.008,0.005,0.005,0,0.001,4.945,"25",11.3,25.219,15.25,0.51,0.8,0.12,0.1,4600,"0",0.2,8.4,0
"507",QLPH022022,QL2,105.59,9.28,0.6,2022/03/05,100,100,83.43,52.76,55,44,Xấu,"RGB(255,126,0)",45,45,7.34,0.023,0.013,0.01,0.011,0.035,0.014,0.02,0.008,0.002,0.01,0.006,0,0.001,6.71,"25",10.3,25.492,17.984,1.49,0.2,0.25,0.4,5800,"0",0.9,74.1,0
"508",QLPH022022,QL2,105.59,9.28,0.6,2022/05/17,100,100,85.28,49.29,55,42,Xấu,"RGB(255,126,0)",44,44,7.49,0.019,0.011,0.008,0.009,0.029,0.011,0.015,0.008,0.002,0.007,0.006,0,0.001,5.12,"25",10,24.954,15.429,0.88,0.18,0.17,0.78,6400,"0",0.4,62.15,0
"509",QLPH022022,QL2,105.59,9.28,0.6,2022/06/01,100,100,87.89,68.21,55,60,Trung bình,"RGB(255,255,0)",56,54,7.46,0.027,0.02,0.02,0.023,0.022,0.016,0.014,0.001,0.004,0.032,0.002,0,0.001,4.558,"25",3.7,8.199,9.303,2.16,0.41,0.81,0.125,2200,"0",0.2,7.1,0
"510",QLPH022022,QL2,105.59,9.28,0.6,2022/06/15,100,68.13,57.59,39.89,55,16,Kém,"RGB(255,0,0)",17,18,7.44,0.064,0.055,0.047,0.056,0.047,0.038,0.018,0.018,0.004,0.084,0.004,0,0.001,5.903,"25",20.71,46.144,23.283,2.83,0.4,2.1,0.7,4300,"0",4,1.2,0
"511",QLPH032022,QL3,105.45,9.24,0.46,2022/02/17,100,68.13,54.32,49.38,55,18,Kém,"RGB(255,0,0)",19,19,7.65,0.046,0.036,0.029,0.035,0.042,0.027,0.019,0.016,0.001,0.048,0.007,0,0.002,6.218,"25",18.3,41.766,22.375,0.3,0.14,1.2,0.64,7200,"0",18.6,18.2,0
"512",QLPH032022,QL3,105.45,9.24,0.46,2022/03/05,100,100,74.78,57.25,55,43,Xấu,"RGB(255,126,0)",42,42,7.33,0.026,0.016,0.012,0.014,0.035,0.015,0.019,0.01,0.001,0.014,0.007,0,0.001,6.415,"25",12,33.357,20.021,0.24,0.13,0.36,0.56,6800,"0",2.3,12.1,0
"513",QLPH032022,QL3,105.45,9.24,0.46,2022/03/19,100,100,71.97,62.51,55,45,Xấu,"RGB(255,126,0)",43,42,7.54,0.021,0.012,0.008,0.009,0.033,0.012,0.018,0.008,0.002,0.005,0.007,0,0.002,6.033,"25",10.7,26.127,17.168,0.47,0.24,0.13,0.13,7200,"0",22.1,2.8,0
"514",QLPH032022,QL3,105.45,9.24,0.46,2022/04/03,100,100,66.03,45.58,55,30,Xấu,"RGB(255,126,0)",32,33,7.52,0.024,0.017,0.011,0.01,0.039,0.015,0.014,0.014,0.005,0.008,0.007,0,0.002,4.648,"25",16.73,36.466,18.35,0.94,0.54,0.2,0.35,6800,"0",18.5,94.15,0
"515",QLPH032022,QL3,105.45,9.24,0.46,2022/04/17,100,100,86.07,62.95,55,54,Trung bình,"RGB(255,255,0)",52,51,7.2,0.022,0.013,0.01,0.011,0.032,0.013,0.018,0.007,0.003,0.006,0.01,0,0.001,5.925,"25",9.31,21.818,15.648,0.38,0.31,0.16,0.2,9500,"0",1.8,79.4,0
"516",QLPH032022,QL3,105.45,9.24,0.46,2022/03/05,100,100,75.56,63.57,55,48,Xấu,"RGB(255,126,0)",46,45,7.98,0.023,0.013,0.011,0.013,0.031,0.014,0.02,0.005,0.001,0.01,0.008,0,0.002,6.698,"25",7.7,20.461,16.379,0.39,0.12,0.26,0.26,8400,"0",2.2,8.4,0
"517",QLPH032022,QL3,105.45,9.24,0.46,2022/05/17,100,100,68.92,48.41,55,33,Xấu,"RGB(255,126,0)",35,36,7.68,0.021,0.013,0.01,0.011,0.029,0.012,0.014,0.009,0.001,0.015,0.001,0,0.002,4.778,"25",11.7,24.799,14.867,1.4,0.11,0.38,0.48,1200,"0",12.1,0,0
"518",QLPH032022,QL3,105.45,9.24,0.46,2022/06/01,100,100,84.57,50.92,55,43,Xấu,"RGB(255,126,0)",44,45,7.27,0.02,0.012,0.009,0.008,0.034,0.012,0.017,0.008,0.004,0.008,0.003,0,0.001,5.71,"25",10.3,21.711,15.292,0.93,0.41,0.21,0.488,3300,"0",9.1,37.66,0
"519",QLPH032022,QL3,105.45,9.24,0.46,2022/06/15,100,100,77.37,56.93,55,44,Xấu,"RGB(255,126,0)",44,43,7.49,0.029,0.02,0.017,0.019,0.035,0.018,0.018,0.009,0.003,0.021,0.008,0,0.001,5.923,"25",11.62,31.622,18.735,0.2,0.29,0.52,0.5,7900,"0",13.9,79.9,0
"520",QLPH042022,QL4,105.4,9.24,0.56,2022/02/17,100,68.13,57.62,55.33,55,22,Kém,"RGB(255,0,0)",22,22,7.72,0.046,0.036,0.032,0.034,0.045,0.028,0.02,0.009,0.01,0.048,0.006,0,0.002,6.798,"25",11.1,24.331,17.749,0.54,0.96,1.19,0.84,5900,"0",18.7,96.2,0
"521",QLPH042022,QL4,105.4,9.24,0.56,2022/03/05,100,100,70.44,60.19,55,42,Xấu,"RGB(255,126,0)",41,41,7.6,0.027,0.018,0.015,0.018,0.031,0.016,0.018,0.007,0.001,0.021,0.006,0,0.002,6.16,"25",9.6,23.897,16.656,0.2,0.12,0.52,0.54,6300,"0",22.6,89.3,0
"522",QLPH042022,QL4,105.4,9.24,0.56,2022/03/19,100,68.13,65.47,68.94,55,31,Xấu,"RGB(255,126,0)",29,27,7.58,0.038,0.028,0.025,0.029,0.037,0.023,0.02,0.008,0.004,0.036,0.008,0,0.002,6.59,"25",10.6,26.303,18.059,0.1,0.4,0.9,0.12,8400,"0",23.7,28.45,0
"523",QLPH042022,QL4,105.4,9.24,0.56,2022/04/03,100,100,86.07,56.2,55,48,Xấu,"RGB(255,126,0)",48,48,7.45,0.02,0.011,0.008,0.009,0.031,0.012,0.018,0.007,0.001,0.004,0.01,0,0.001,5.845,"25",9.71,25.12,16.569,0.4,0.14,0.1,0.44,9500,"0",23.2,66.1,0
"524",QLPH042022,QL4,105.4,9.24,0.56,2022/04/17,100,100,95.63,66.21,55,63,Trung bình,"RGB(255,255,0)",60,58,7.24,0.011,0.006,0.006,0.005,0.02,0.007,0.011,0.002,0.004,0.005,0.001,0,0.001,3.685,"25",4.22,9.606,8.438,0.65,0.4,0.12,0.25,1300,"0",16.8,55.8,0
"525",QLPH042022,QL4,105.4,9.24,0.56,2022/05/03,100,100,71.69,59.49,55,43,Xấu,"RGB(255,126,0)",42,41,8.39,0.028,0.018,0.015,0.015,0.038,0.017,0.021,0.007,0.005,0.014,0.01,0,0.002,6.913,"25",9.6,21.514,17.033,1.99,0.5,0.34,0.19,9500,"0",2.3,6.3,0
"526",QLPH042022,QL4,105.4,9.24,0.56,2022/05/17,100,100,71.44,56.94,55,41,Xấu,"RGB(255,126,0)",40,40,7.52,0.02,0.011,0.008,0.009,0.033,0.012,0.018,0.008,0.002,0.012,0.001,0,0.002,5.945,"25",10.9,24.226,16.437,0.46,0.17,0.3,0.35,700,"0",14.2,0,0
"527",QLPH052022,QL5,105.29,9.19,0.39,2022/02/17,100,68.13,58.28,50.5,55,20,Kém,"RGB(255,0,0)",21,21,7.64,0.042,0.033,0.022,0.027,0.049,0.025,0.019,0.022,0.001,0.039,0.003,0,0.002,6.2,"25",24.7,64.824,29.619,0.61,0.1,0.98,0.11,2800,"0",22.7,17.3,0
"528",QLPH052022,QL5,105.29,9.19,0.39,2022/03/05,100,100,64.87,48.07,55,31,Xấu,"RGB(255,126,0)",33,33,7.67,0.027,0.018,0.011,0.01,0.046,0.016,0.018,0.015,0.006,0.01,0.003,0,0.002,6.065,"25",17.9,44.298,22.945,0.35,0.59,0.26,0.61,3300,"0",24.7,37.1,0
"529",QLPH052022,QL5,105.29,9.19,0.39,2022/03/19,100,100,74.21,66.94,55,50,Xấu,"RGB(255,126,0)",47,45,7.65,0.017,0.009,0.006,0.006,0.029,0.01,0.016,0.007,0.002,0.005,0.004,0,0.002,5.438,"25",9.6,22.785,15.221,0.25,0.16,0.13,0.17,3500,"0",24.9,9.7,0
"530",QLPH052022,QL5,105.29,9.19,0.39,2022/04/03,100,100,68.76,58.06,55,40,Xấu,"RGB(255,126,0)",39,39,7.61,0.02,0.01,0.007,0.008,0.034,0.012,0.019,0.009,0.001,0.006,0.005,0,0.002,6.283,"25",11.12,29.998,18.763,0.18,0.13,0.15,0.61,4800,"0",26.2,57.38,0
"531",QLPH052022,QL5,105.29,9.19,0.39,2022/04/17,100,100,82.18,50.16,55,41,Xấu,"RGB(255,126,0)",43,43,7.25,0.022,0.015,0.011,0.011,0.033,0.013,0.014,0.009,0.005,0.008,0.008,0,0.001,4.625,"25",11.6,27.967,15.637,0.97,0.5,0.2,0.31,8100,"0",16,126.8,0
"532",QLPH052022,QL5,105.29,9.19,0.39,2022/05/03,100,100,80.44,48.67,55,39,Xấu,"RGB(255,126,0)",41,42,7.44,0.022,0.012,0.008,0.01,0.035,0.013,0.019,0.009,0.001,0.006,0.008,0,0.001,6.473,"25",11.5,29.614,18.927,1.75,0.12,0.16,0.75,7900,"0",2.4,4,0
"533",QLPH052022,QL5,105.29,9.19,0.39,2022/05/17,100,100,85.06,53.93,55,46,Xấu,"RGB(255,126,0)",46,46,7.34,0.023,0.013,0.011,0.012,0.031,0.014,0.019,0.007,0.001,0.012,0.007,0,0.001,6.29,"25",9.3,23.77,16.811,0.63,0.11,0.29,0.84,6900,"0",15.8,6.14,0
"534",QLPH052022,QL5,105.29,9.19,0.39,2022/06/01,100,100,64.7,56.57,55,37,Xấu,"RGB(255,126,0)",36,36,7.52,0.025,0.015,0.009,0.009,0.042,0.015,0.019,0.013,0.003,0.008,0.005,0,0.002,6.328,"25",15.7,36.163,20.774,0.62,0.34,0.21,0.146,5200,"0",12,6.88,0
"535",QLPH052022,QL5,105.29,9.19,0.39,2022/06/15,100,21.54,51.79,58.09,55,6,Ô nhiễm rất nặng,"RGB(126,0,35)",6,6,7.65,0.699,0.69,0.687,0.856,0.035,0.419,0.018,0.008,0.004,1.36,0.008,0,0.002,5.888,"25",10.62,28.056,17.558,0.21,0.39,34,0.8,7900,"0",13.1,94.2,0
"536",QLPH062022,QL6,105.17,9.19,0.38,2022/02/17,100,68.13,50.16,45.86,55,16,Kém,"RGB(255,0,0)",17,17,7.62,0.061,0.051,0.042,0.051,0.049,0.037,0.02,0.021,0.001,0.072,0.009,0,0.002,6.653,"25",23.6,52.76,26.494,1.61,0.11,1.8,0.22,8500,"0",22.9,7.2,0
