fid,Name,descriptio,id,cable_id,color,length,rfs,owners,url,geometry
151,BCS East-West Interlink,"<div class=""googft-info-window"">
<b>id:</b> bcs-east-west-interlink<br>
<b>cable_id:</b> 1222<br>
<b>description:</b> [{""landing_point_id"":10365,""name"":""Katthammarsvik, Sweden"",""latlon"":""57.431037,18.845273""},{""landing_point_id"":5311,""name"":""Sventoji, Li",bcs-east-west-interlink,1222,#358ccc,218 km,November 1997,Telia Carrier,,"MULTILINESTRING ((21.082676 56.028507, 20.70006 56.157726, 19.125061 57.329781, 18.829455 57.439738))"
152,BCS North - Phase 1,"<div class=""googft-info-window"">
<b>id:</b> bcs-north---phase-1<br>
<b>cable_id:</b> 1609<br>
<b>description:</b> [{""landing_point_id"":7694,""name"":""Hanko, Finland"",""latlon"":""59.823211,22.968221""},{""landing_point_id"":9104,""name"":""Haradsholm, Finland"",""lat",bcs-north---phase-1,1609,#39b87c,513 km,1998,Telia Carrier,,"MULTILINESTRING ((24.932478 60.171163, 24.412557 59.90607, 23.850057 59.793059, 22.966757 59.823409, 22.612558 59.90607, 22.275058 60.018698, 22.298594 60.305753, 22.050059 60.074868, 21.375059 59.849612, 20.25006 59.736409, 19.91256 59.962432, 19.937755 60.114035, 19.68756 59.962432, 19.125061 59.622822, 18.688367 59.292767))"
168,CeltixConnect,"<div class=""googft-info-window"">
<b>id:</b> celtixconnect<br>
<b>cable_id:</b> 1641<br>
<b>description:</b> [{""landing_point_id"":3077,""name"":""Dublin, Ireland"",""latlon"":""53.348043,-6.248257""},{""landing_point_id"":6035,""name"":""Holyhead, United Kingdom"",""lat",celtixconnect,1641,#ab509f,136 km,January 2012,Aqua Comms,http://www.aquacomms.com,"MULTILINESTRING ((-6.24831 53.348126, -5.624922 53.30088, -4.630391 53.306336))"
154,BERYTAR,"<div class=""googft-info-window"">
<b>id:</b> berytar<br>
<b>cable_id:</b> 1321<br>
<b>description:</b> [{""landing_point_id"":3862,""name"":""Beirut, Lebanon"",""latlon"":""33.892474,35.485195""},{""landing_point_id"":6047,""name"":""Saida, Lebanon"",""latlon"":""33.450189,",berytar,1321,#c12129,134 km,April 1997,"Syrian Telecommunications Establishment,  Lebanese Ministry of Telecommunications",,"MULTILINESTRING ((35.897803 34.891705, 35.775049 34.683018, 35.859229 34.439742, 35.550049 34.312152, 35.485108 33.892637, 35.325049 33.565491, 35.386377 33.450191))"
155,Bharat Lanka Cable System,"<div class=""googft-info-window"">
<b>id:</b> bharat-lanka-cable-system<br>
<b>cable_id:</b> 1356<br>
<b>description:</b> [{""landing_point_id"":5949,""name"":""Mt. Lavinia, Sri Lanka"",""latlon"":""6.832697,79.866716""},{""landing_point_id"":7678,""name"":""Tuticorine,",bharat-lanka-cable-system,1356,#27af4b,325 km,June 2006,"Bharat Sanchar Nigam Ltd. (BSNL),  Sri Lanka Telecom",,"MULTILINESTRING ((78.145234 8.802499, 78.300019 8.190543, 79.200018 6.852191, 79.866815 6.83309))"
156,Bicentenario,"<div class=""googft-info-window"">
<b>id:</b> bicentenario<br>
<b>cable_id:</b> 1633<br>
<b>description:</b> [{""landing_point_id"":3330,""name"":""Las Toninas, Argentina"",""latlon"":""-36.472532,-56.695487""},{""landing_point_id"":5963,""name"":""Maldonado, Uruguay"",""l",bicentenario,1633,#53b948,250 km,December 2011,"Antel Uruguay,  Telecom Argentina",,"MULTILINESTRING ((-54.942074 -34.922562, -55.574886 -35.593029, -56.024886 -35.958118, -56.695442 -36.470959))"
158,BT-MT-1,"<div class=""googft-info-window"">
<b>id:</b> bt-mt-1<br>
<b>cable_id:</b> 1752<br>
<b>description:</b> [{""landing_point_id"":13373,""name"":""Ballyhornan, United Kingdom"",""latlon"":""54.302047,-5.559390""},{""landing_point_id"":13374,""name"":""Groudle Bay, United Ki",bt-mt-1,1752,#d22d7e,80 km,1990,"BT,  Manx Telecom",,"MULTILINESTRING ((-3.357052 54.210913, -4.423848 54.167287, -4.209054 54.251641, -4.265267 54.440992, -4.522676 54.440992, -4.635176 54.375495, -4.691426 54.222447, -5.235225 54.30233, -5.559394 54.30233))"
159,CADMOS,"<div class=""googft-info-window"">
<b>id:</b> cadmos<br>
<b>cable_id:</b> 1305<br>
<b>description:</b> [{""landing_point_id"":3862,""name"":""Beirut, Lebanon"",""latlon"":""33.892474,35.485195""},{""landing_point_id"":5812,""name"":""Pentaskhinos, Cyprus"",""latlon"":""34.82",cadmos,1305,#5e4b9f,230 km,September 1995,"Cyta,  Lebanese Ministry of Telecommunications,  AT&T,  BT,  Orange,  Telekom Austria,  Syrian Telecommunications Establishment,  Telecom Italia Sparkle,  Tata Communications,  Deutsche Telekom",,"MULTILINESTRING ((33.610597 34.827278, 33.97505 34.683018, 35.485108 33.892637))"
160,CAM Ring,"<div class=""googft-info-window"">
<b>id:</b> cam-ring<br>
<b>cable_id:</b> 1800<br>
<b>description:</b> [{""landing_point_id"":5935,""name"":""Funchal, Portugal"",""latlon"":""32.646869,-16.908945""},{""landing_point_id"":5945,""name"":""Ponta Delgada, Portugal"",""latlon",cam-ring,1800,#a95238,"1,120 km",2003,Portugal Telecom,,"MULTILINESTRING ((-16.908898 32.647277, -16.649914 32.433313, -15.749915 32.052708, -13.724916 32.052708), (-16.347668 33.047316, -16.424914 32.812319, -16.649914 32.623017, -16.908898 32.647277, -17.125109 32.558901, -18.449913 32.812319, -24.749908 36.149867, -25.649908 36.87322, -25.762408 37.589787, -25.668706 37.739603))"
161,Canalink,"<div class=""googft-info-window"">
<b>id:</b> canalink<br>
<b>cable_id:</b> 1666<br>
<b>description:</b> [{""landing_point_id"":5910,""name"":""Asilah, Morocco"",""latlon"":""35.470781,-6.035757""},{""landing_point_id"":5720,""name"":""El Goro, Canary Islands, Spain"",""la",canalink,1666,#5b4b9f,"1,835 km",2011,IT3,http://canalink.iter.es/,"MULTILINESTRING ((-8.999919 35.419781, -6.749921 35.419781, -6.035761 35.470618), (-15.739417 28.394719, -15.487708 28.134359), (-15.474427 28.487115, -15.699915 28.502049, -16.412561 28.310583), (-16.522766 28.292956, -16.067981 28.181972, -16.258069 27.824925, -16.658459 27.824925, -17.364806 28.663268, -17.765196 28.663268), (-15.474427 28.487115, -15.254065 28.260103, -15.254065 27.959398, -15.398743 27.959398), (-6.363007 36.62627, -7.199921 36.512388, -8.999919 35.419781, -11.024918 33.93964, -14.399916 29.736069, -15.474427 28.487115, -15.739417 28.394719, -16.031164 28.292956, -16.522766 28.292956))"
162,CANTAT-3,"<div class=""googft-info-window"">
<b>id:</b> cantat-3<br>
<b>cable_id:</b> 1737<br>
<b>description:</b> [{""landing_point_id"":5818,""name"":""Blaabjerg, Denmark"",""latlon"":""55.751533,8.328970""},{""landing_point_id"":10780,""name"":""South Arne"",""latlon"":""56.078291,",cantat-3,1737,#a7479b,"2,500 km",November 1994,Faroese Telecom,http://www.ft.fo,"MULTILINESTRING ((7.199971 55.589817, 7.650069 55.589707, 8.32917 55.751649), (-7.424921 62.712392, -7.199921 62.505365, -7.147186 62.290125), (4.500071 55.969309, 4.950071 56.095023), (4.228489 56.078513, 4.500071 55.969309, 4.564329 55.804292, 4.748508 55.715909), (7.200069 55.589707, 7.650069 55.206398, 8.100068 55.013347, 8.383369 54.898421), (7.200069 55.589707, 6.30007 55.843186, 4.950071 56.095023, 3.600072 58.051316, 2.700072 60.354289, 1.800073 61.232553, 0.450074 61.981449, -2.249924 62.401309, -7.424921 62.712392, -10.799918 62.609059, -16.199914 63.031574, -18.449913 63.122133, -19.799912 63.223675, -20.267294 63.437772))"
163,Caribbean-Bermuda U.S. (CBUS),"<div class=""googft-info-window"">
<b>id:</b> caribbean-bermuda-u-s-cbus<br>
<b>cable_id:</b> 1634<br>
<b>description:</b> [{""landing_point_id"":5793,""name"":""St. David’s, Bermuda"",""latlon"":""32.312238,-64.769506""},{""landing_point_id"":9589,""name"":""Tortola,",caribbean-bermuda-u-s-cbus,1634,#b3365f,"1,600 km",October 2009,C&W Networks,http://www.cwnetworks.com/,"MULTILINESTRING ((-64.801638 32.258654, -64.57488 31.286739, -64.34988 28.161052, -64.34988 24.941363, -64.34988 20.796306, -64.34988 18.891662, -64.597146 18.414411))"
164,Caucasus Cable System,"<div class=""googft-info-window"">
<b>id:</b> caucasus-cable-system<br>
<b>cable_id:</b> 1563<br>
<b>description:</b> [{""landing_point_id"":9594,""name"":""Balchik, Bulgaria"",""latlon"":""43.414344,28.167449""},{""landing_point_id"":5530,""name"":""Poti, Georgia"",""latl",caucasus-cable-system,1563,#d12d92,"1,200 km",November 2008,Caucasus Online,http://www.co.ge/en/,"MULTILINESTRING ((41.667525 42.146753, 28.167437 43.414625))"
165,Cayman-Jamaica Fiber System,"<div class=""googft-info-window"">
<b>id:</b> cayman-jamaica-fiber-system<br>
<b>cable_id:</b> 1068<br>
<b>description:</b> [{""landing_point_id"":6048,""name"":""Cayman Brac, Cayman Islands"",""latlon"":""19.690332,-79.877641""},{""landing_point_id"":5799,""name"":""Hal",cayman-jamaica-fiber-system,1068,#86499d,870 km,June 1997,C&W Networks,http://www.cwnetworks.com/,"MULTILINESTRING ((-76.792059 17.992407, -76.949871 17.716802, -77.399871 17.609606, -78.29987 17.823934, -78.74987 18.251816, -79.424869 19.529071, -79.877646 19.690425, -80.099869 19.529071, -80.549869 19.316876, -81.166763 19.282958))"
166,Ceiba-2,"<div class=""googft-info-window"">
<b>id:</b> ceiba-2<br>
<b>cable_id:</b> 1842<br>
<b>description:</b> [{""landing_point_id"":9434,""name"":""Bata, Equatorial Guinea"",""latlon"":""1.860067,9.768227""},{""landing_point_id"":10095,""name"":""Kribi, Cameroon"",""latlon"":""2.",ceiba-2,1842,#50bf9d,290 km,2017,"Ministerio de Transportes,  Tecnologia,  Correos y Telecomunicaciones",,"MULTILINESTRING ((9.250947 3.002758, 9.910223 2.933125), (9.768231 1.860155, 9.250947 3.002758, 9.052802 3.809526, 8.832295 3.809526, 8.782295 3.750865))"
167,Ceiba-1,"<div class=""googft-info-window"">
<b>id:</b> ceiba-1<br>
<b>cable_id:</b> 1699<br>
<b>description:</b> [{""landing_point_id"":9434,""name"":""Bata, Equatorial Guinea"",""latlon"":""1.860067,9.768227""},{""landing_point_id"":4224,""name"":""Malabo, Equatorial Guinea"",""la",ceiba-1,1699,#3467b2,287 km,June 2011,"Ministerio de Transportes,  Tecnologia,  Correos y Telecomunicaciones",,"MULTILINESTRING ((9.768231 1.860155, 9.425068 2.967162, 9.052802 3.859511, 8.782295 3.859511, 8.782295 3.750865))"
169,Challenger Bermuda-1 (CB-1),"<div class=""googft-info-window"">
<b>id:</b> challenger-bermuda-1-cb-1<br>
<b>cable_id:</b> 1596<br>
<b>description:</b> [{""landing_point_id"":3580,""name"":""Charlestown, Rhode Island, United States"",""latlon"":""41.411904,-71.645870""},{""landing_point_id"":9069,",challenger-bermuda-1-cb-1,1596,#8a4a9d,"1,448 km",December 2008,Cable Co.,http://cableco.bm,"MULTILINESTRING ((-71.645969 41.412121, -71.099875 41.06934, -68.399877 39.177015, -66.516541 37.589787, -63.89988 34.683018, -63.674881 33.565491, -63.674881 32.812319, -64.23738 32.338312, -64.801638 32.258654))"
170,Columbus-II b,"<div class=""googft-info-window"">
<b>id:</b> columbus-ii-b<br>
<b>cable_id:</b> 1643<br>
<b>description:</b> [{""landing_point_id"":5758,""name"":""Magen's Bay, VI, United States"",""latlon"":""18.372987,-64.937084""},{""landing_point_id"":3824,""name"":""West Palm Beac",columbus-ii-b,1643,#6ac7b7,"2,068 km",December 1994,n.a.,,"MULTILINESTRING ((-64.937087 18.372989, -64.91238 18.891662, -65.24988 20.796306, -67.274878 23.711258, -69.299877 25.95718, -73.349874 27.962503, -76.949871 28.061824, -77.849871 27.863092, -79.649869 26.964305, -80.053342 26.715271))"
171,Columbus-III,"<div class=""googft-info-window"">
<b>id:</b> columbus-iii<br>
<b>cable_id:</b> 1046<br>
<b>description:</b> [{""landing_point_id"":5936,""name"":""Carcavelos, Portugal"",""latlon"":""38.690165,-9.331557""},{""landing_point_id"":5944,""name"":""Conil, Spain"",""latlon"":""36",columbus-iii,1046,#c45538,"9,833 km",December 1999,"Telecom Italia Sparkle,  AT&T,  Verizon,  Telxius,  Portugal Telecom,  Tata Communications,  Ukrtelecom,  Telkom South Africa,  Telecom Argentina,  Instituto Costarricense de Electricidad,  Embratel,  Cyta",,"MULTILINESTRING ((-6.087128 36.276721, -6.299921 36.058973, -6.299921 35.785662), (-10.799918 35.785662, -10.574918 36.512388, -9.674919 38.299521, -9.33156 38.690163), (-25.668706 37.739603, -25.424908 37.589787, -24.749908 37.232354, -23.399909 35.785662), (12.591374 37.650584, 11.700066 37.634346, 10.348614 37.678878, 9.000068 37.767862, 5.40007 37.748097, 2.250073 37.411284, -2.249924 35.876871, -4.499923 35.785662, -5.624922 35.876871, -6.299921 35.785662, -8.999919 35.967974, -10.799918 35.785662, -23.399909 35.785662, -39.599898 34.312152, -50.39989 32.812319, -73.349874 30.12605, -76.049872 28.951555, -77.849871 27.94042, -79.08737 26.964305, -79.649869 26.310675, -80.160172 26.010553))"
172,Comoros Domestic Cable System,"<div class=""googft-info-window"">
<b>id:</b> comoros-domestic-cable-system<br>
<b>cable_id:</b> 1803<br>
<b>description:</b> [{""landing_point_id"":14840,""name"":""Chindini, Comoros"",""latlon"":""-11.923495,43.489097""},{""landing_point_id"":14842,""name"":""Fomboni M",comoros-domestic-cable-system,1803,#5dc5c2,n.a.,2010,Comores Telecom,,"MULTILINESTRING ((43.489204 -11.923116, 44.029047 -11.808815, 44.400043 -12.166275, 44.029047 -12.019795, 43.739692 -12.287867, 43.489204 -11.923116))"
173,Corse-Continent 4 (CC4),"<div class=""googft-info-window"">
<b>id:</b> corse-continent-4-cc4<br>
<b>cable_id:</b> 1427<br>
<b>description:</b> [{""landing_point_id"":6279,""name"":""Cannes, France"",""latlon"":""43.552931,7.017349""},{""landing_point_id"":7765,""name"":""L’Île-Rousse, France""",corse-continent-4-cc4,1427,#35c0c9,190 km,1992,Orange,,"MULTILINESTRING ((7.017452 43.553007, 7.200069 43.401145, 8.550068 42.743713, 8.937177 42.636689))"
174,Corse-Continent 5 (CC5),"<div class=""googft-info-window"">
<b>id:</b> corse-continent-5-cc5<br>
<b>cable_id:</b> 1428<br>
<b>description:</b> [{""landing_point_id"":6053,""name"":""Ajaccio, France"",""latlon"":""41.919326,8.738638""},{""landing_point_id"":7766,""name"":""La Seyne, France"",""latl",corse-continent-5-cc5,1428,#33c1d0,299 km,1995,Orange,,"MULTILINESTRING ((5.878195 43.103193, 6.07507 42.743713, 6.30007 42.578254, 8.414619 41.919502, 8.73874 41.919502))"
175,DANICE,"<div class=""googft-info-window"">
<b>id:</b> danice<br>
<b>cable_id:</b> 1568<br>
<b>description:</b> [{""landing_point_id"":5818,""name"":""Blaabjerg, Denmark"",""latlon"":""55.751533,8.328970""},{""landing_point_id"":8544,""name"":""Landeyjasandur, Iceland"",""latlon"":""",danice,1568,#5cbb47,"2,304 km",August 2009,Icelandic Shareholders,http://www.farice.is,"MULTILINESTRING ((-20.666415 63.733182, -20.924911 63.526173, -20.924911 63.223675, -19.799912 62.505365, -14.399916 62.296891, -10.799918 62.712392, -7.424921 62.815365, -2.249924 62.505365, 0.450074 62.086962, 2.025073 61.232553, 2.925072 60.354289, 3.825072 58.051316, 5.175071 56.220327, 6.30007 55.969309, 7.200069 55.716652, 7.650069 55.653231, 8.32917 55.751649))"
176,Denmark-Norway 5,"<div class=""googft-info-window"">
<b>id:</b> denmark-norway-5<br>
<b>cable_id:</b> 1326<br>
<b>description:</b> [{""landing_point_id"":6056,""name"":""Arendal, Norway"",""latlon"":""58.461700,8.772427""},{""landing_point_id"":5821,""name"":""Hjørring, Denmark"",""latlon""",denmark-norway-5,1326,#41b64a,130 km,1992,"TDC,  Telenor",,"MULTILINESTRING ((9.995673 57.456342, 9.900067 57.57189, 9.000068 58.288645, 8.772431 58.461901))"
177,Denmark-Norway 6,"<div class=""googft-info-window"">
<b>id:</b> denmark-norway-6<br>
<b>cable_id:</b> 1327<br>
<b>description:</b> [{""landing_point_id"":3131,""name"":""Kristiansand, Norway"",""latlon"":""58.150958,7.996255""},{""landing_point_id"":6054,""name"":""Thisted, Denmark"",""latl",denmark-norway-6,1327,#375fac,120 km,1992,"TDC,  Telenor",,"MULTILINESTRING ((8.703584 56.959345, 8.775068 57.147146, 8.550068 57.57189, 8.325068 57.932057, 7.99626 58.151065))"
178,Denmark-Poland 2,"<div class=""googft-info-window"">
<b>id:</b> denmark-poland-2<br>
<b>cable_id:</b> 1262<br>
<b>description:</b> [{""landing_point_id"":5994,""name"":""Gedebak Odde, Denmark"",""latlon"":""55.012593,14.966662""},{""landing_point_id"":5993,""name"":""Mielno, Poland"",""latl",denmark-poland-2,1262,#af4b9c,110 km,1991,"Orange Polska,  TDC,  Telia Carrier,  Telenor",,"MULTILINESTRING ((14.966665 55.012787, 14.962564 54.884127, 15.300063 54.559259, 16.06227 54.260141))"
179,Denmark-Sweden 15,"<div class=""googft-info-window"">
<b>id:</b> denmark-sweden-15<br>
<b>cable_id:</b> 1259<br>
<b>description:</b> [{""landing_point_id"":3268,""name"":""Helsingborg, Sweden"",""latlon"":""56.043843,12.695862""},{""landing_point_id"":6065,""name"":""Helsingør, Denmark"",""",denmark-sweden-15,1259,#95c93e,5 km,1989,"TDC,  Telia Carrier",,"MULTILINESTRING ((12.592155 56.030635, 12.695768 56.043919))"
180,Denmark-Sweden 16,"<div class=""googft-info-window"">
<b>id:</b> denmark-sweden-16<br>
<b>cable_id:</b> 1261<br>
<b>description:</b> [{""landing_point_id"":14583,""name"":""Mosede, Denmark"",""latlon"":""55.575850,12.273011""},{""landing_point_id"":14584,""name"":""Velling, Sweden"",""latlon",denmark-sweden-16,1261,#cc2127,15 km,1991,TDC,,"MULTILINESTRING ((12.273112 55.576074, 12.375065 55.52608, 12.543815 55.46235, 12.712565 55.46235, 12.963932 55.471374))"
181,Denmark-Sweden 17,"<div class=""googft-info-window"">
<b>id:</b> denmark-sweden-17<br>
<b>cable_id:</b> 1730<br>
<b>description:</b> [{""landing_point_id"":10737,""name"":""Alsgarde, Denmark"",""latlon"":""56.074885,12.536878""},{""landing_point_id"":10739,""name"":""Kristinelund, Sweden"",",denmark-sweden-17,1730,#35a99f,11 km,1994,"TDC,  Tele2",,"MULTILINESTRING ((12.536882 56.07508, 12.58864 56.134931))"
182,Denmark-Sweden 18,"<div class=""googft-info-window"">
<b>id:</b> denmark-sweden-18<br>
<b>cable_id:</b> 1731<br>
<b>description:</b> [{""landing_point_id"":3268,""name"":""Helsingborg, Sweden"",""latlon"":""56.043843,12.695862""},{""landing_point_id"":6065,""name"":""Helsingør, Denmark"",""",denmark-sweden-18,1731,#383f99,n.a.,1996,"Telenor,  TDC",,"MULTILINESTRING ((12.592155 56.030635, 12.695768 56.043919))"
183,Dhiraagu Cable Network,"<div class=""googft-info-window"">
<b>id:</b> dhiraagu-cable-network<br>
<b>cable_id:</b> 1746<br>
<b>description:</b> [{""landing_point_id"":10813,""name"":""Dhangethi, Maldives"",""latlon"":""3.608089,72.955587""},{""landing_point_id"":10812,""name"":""Eydhafushi, Mald",dhiraagu-cable-network,1746,#ba2033,"1,253 km",April 2012,Dhiraagu,http://www.dhiraagu.com.mv,"MULTILINESTRING ((73.071507 6.622829, 72.971507 6.125825, 72.970823 5.601437, 73.070823 5.103619, 73.070823 4.854563, 73.290354 4.461628, 73.540354 4.212344, 72.955687 3.608483, 73.544749 1.918912, 73.455589 0.28929, 73.426878 -0.297914, 73.089183 -0.605521))"
184,Dhiraagu-SLT Submarine Cable Network,"<div class=""googft-info-window"">
<b>id:</b> dhiraagu-slt-submarine-cable-network<br>
<b>cable_id:</b> 1369<br>
<b>description:</b> [{""landing_point_id"":3887,""name"":""Colombo, Sri Lanka"",""latlon"":""6.926740,79.871990""},{""landing_point_id"":4251,""name"":""Male,",dhiraagu-slt-submarine-cable-network,1369,#a5449a,850 km,February 2007,"Sri Lanka Telecom,  Dhiraagu",http://www.dhiraagu.com.mv,"MULTILINESTRING ((79.872088 6.927037, 79.200018 6.405201, 73.500022 4.166666))"
